COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,SHARE,HWSD2_SMU_ID
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,40,1130
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,30,1132
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,20,1409
4,43,37,20,9.0,M,1.46,1.71,0.727,8.1999998,1.01,9,16,72,36,36,100,0,3,8.3999996,2.2,1,60,1116
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1239
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1238
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1344
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1135
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1128
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1127
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,1117
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,1118
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1126
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,1125
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,1129
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1524
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,1345
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,30,1526
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31836
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31833
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,20,31888
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,35,31825
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,25,31865
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31879
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,30,31878
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,31818
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,60,31823
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,50,31874
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,70,31873
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,30,31875
5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1,75,31815
10,52,28,20,9.0,M,1.5,1.72,0.59200001,7.5,0.81999999,10,15,78,23,23,99,0,5,1.7,2.0,2,50,31886
10,52,28,20,9.0,M,1.5,1.72,0.59200001,7.5,0.81999999,10,15,78,23,23,99,0,5,1.7,2.0,2,30,31893
10,52,28,20,9.0,M,1.5,1.72,0.59200001,7.5,0.81999999,10,15,78,23,23,99,0,5,1.7,2.0,2,30,31868
10,52,28,20,9.0,M,1.5,1.72,0.59200001,7.5,0.81999999,10,15,78,23,23,99,0,5,1.7,2.0,2,40,31870
10,52,28,20,9.0,M,1.5,1.72,0.59200001,7.5,0.81999999,10,15,78,23,23,99,0,5,1.7,2.0,2,10,1132
13,40,40,20,9.0,M,1.41,1.71,1.562,6.4000001,1.41,11,16,54,15,14,82,0,2,0.0,1.6,2,40,31820
6,25,46,29,5.0,M,1.36,1.8200001,2.2160001,5.8000002,2.2,11,21,38,18,15,61,25,1,0.0,1.6,1,60,31829
17,44,34,22,9.0,M,0.99000001,1.75,5.9229999,5.0999999,3.6900001,15,27,48,12,7,29,40,1,0.0,1.6,1,60,31822
5,34,28,38,5.0,F,1.3099999,1.92,0.498,7.4000001,0.98000002,9,27,69,29,28,87,0,2,7.4000001,2.0,1,20,31910
5,34,28,38,5.0,F,1.3099999,1.92,0.498,7.4000001,0.98000002,9,27,69,29,28,87,0,2,7.4000001,2.0,1,20,31896
5,34,28,38,5.0,F,1.3099999,1.92,0.498,7.4000001,0.98000002,9,27,69,29,28,87,0,2,7.4000001,2.0,1,40,31872
5,34,28,38,5.0,F,1.3099999,1.92,0.498,7.4000001,0.98000002,9,27,69,29,28,87,0,2,7.4000001,2.0,1,5,1802
4,17,36,47,3.0,F,1.58,1.98,1.4350001,7.3000002,1.4400001,11,31,54,31,31,93,0,3,11.8,1.6,1,20,1416
4,17,36,47,3.0,F,1.58,1.98,1.4350001,7.3000002,1.4400001,11,31,54,31,31,93,0,3,11.8,1.6,1,45,31892
4,17,36,47,3.0,F,1.58,1.98,1.4350001,7.3000002,1.4400001,11,31,54,31,31,93,0,3,11.8,1.6,1,30,31895
4,17,36,47,3.0,F,1.58,1.98,1.4350001,7.3000002,1.4400001,11,31,54,31,31,93,0,3,11.8,1.6,1,30,31812
9,61,19,20,10.0,M,1.37,1.73,0.74400002,6.6999998,0.75,11,11,45,13,12,82,0,1,0.0,2.0,1,40,31934
9,61,19,20,10.0,M,1.37,1.73,0.74400002,6.6999998,0.75,11,11,45,13,12,82,0,1,0.0,2.0,1,40,31991
9,61,19,20,10.0,M,1.37,1.73,0.74400002,6.6999998,0.75,11,11,45,13,12,82,0,1,0.0,2.0,1,15,31840
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,20,1416
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,60,1080
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,70,1078
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,70,1079
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,30,1412
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,20,1343
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,30,1413
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,20,1129
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,60,31805
5,33,31,36,5.0,F,1.35,1.9,1.9299999,6.0999999,1.3200001,12,20,34,15,17,82,0,1,0.0,1.6,1,30,31876
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,100,36
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,50,1645
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,50,1659
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,50,1823
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,50,1694
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,50,1802
-4,-4,-4,-4,,-,-4.0,,-4.0,-4.0,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4.0,-4,34,1317
3,44,35,21,9.0,M,1.47,1.73,0.75800002,7.9000001,0.89999998,9,16,66,32,31,100,0,5,8.6999998,0.69999999,2,20,1800
3,44,35,21,9.0,M,1.47,1.73,0.75800002,7.9000001,0.89999998,9,16,66,32,31,100,0,5,8.6999998,0.69999999,2,10,1798
3,44,35,21,9.0,M,1.47,1.73,0.75800002,7.9000001,0.89999998,9,16,66,32,31,100,0,5,8.6999998,0.69999999,2,10,1797
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,10,31894
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,40,31986
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,70,31838
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,40,31971
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,70,31919
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,100,32004
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,20,31939
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,40,31948
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,20,31852
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,10,1767
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,20,1766
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,30,340
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,50,1350
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,70,1353
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,70,1355
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,70,1356
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,50,1337
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,60,1339
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,60,1338
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,10,1130
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,10,1132
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,20,1838
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,30,1819
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,15,1821
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,5,1823
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,100,1330
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,20,1839
3,40,40,20,9.0,M,1.49,1.71,0.69499999,8.1999998,0.92000002,9,16,71,37,38,97,0,7,11.3,0.60000002,2,30,1825
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,60,1344
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,50,1345
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,30,1725
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,30,1824
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,30,1591
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,60,1343
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,20,1514
2,39,40,21,9.0,M,1.42,1.73,0.89499998,7.9000001,0.88,9,13,52,29,28,100,0,2,10.1,0.5,2,30,31895
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,30,31943
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,100,31918
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,60,31906
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,40,31957
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,60,31986
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,70,31850
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,70,31947
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,70,31925
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,100,31930
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,20,31866
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,80,31956
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,20,31951
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,15,31911
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,60,31883
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,10,1856
3,55,27,18,11.0,M,1.5,1.6900001,0.78000003,7.5,0.93000001,9,14,63,22,22,94,0,4,2.0,0.69999999,2,10,1830
2,37,42,21,9.0,M,1.42,1.72,1.05,6.8000002,1.13,10,17,62,18,17,87,0,2,6.0,0.60000002,2,45,31824
2,37,42,21,9.0,M,1.42,1.72,1.05,6.8000002,1.13,10,17,62,18,17,87,0,2,6.0,0.60000002,2,85,31885
2,37,42,21,9.0,M,1.42,1.72,1.05,6.8000002,1.13,10,17,62,18,17,87,0,2,6.0,0.60000002,2,60,31811
2,37,42,21,9.0,M,1.42,1.72,1.05,6.8000002,1.13,10,17,62,18,17,87,0,2,6.0,0.60000002,2,20,31835
2,41,33,26,9.0,M,1.4,1.8,0.63,8.5,0.64999998,9,16,51,40,40,100,0,46,21.299999,0.69999999,2,60,31949
2,41,33,26,9.0,M,1.4,1.8,0.63,8.5,0.64999998,9,16,51,40,40,100,0,46,21.299999,0.69999999,2,20,31956
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,40,31945
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,55,31942
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,80,31951
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,60,31852
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,25,31883
6,53,18,29,10.0,M,1.4299999,1.85,1.183,6.4000001,0.62,11,17,45,15,15,81,0,2,0.0,0.0,1,15,31838
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,10,1345
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,10,1743
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,55,31835
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,40,31831
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,50,31826
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,40,31807
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,40,31877
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,40,31830
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,15,31811
8,24,46,30,5.0,M,1.22,1.84,1.8889999,6.3000002,1.84,10,18,41,18,17,83,0,4,0.0,0.0,1,60,31806
8,39,30,31,5.0,M,1.34,1.86,1.2029999,7.5999999,1.48,10,19,40,31,31,98,0,3,20.5,0.2,1,15,31811
8,39,30,31,5.0,M,1.34,1.86,1.2029999,7.5999999,1.48,10,19,40,31,31,98,0,3,20.5,0.2,1,20,31890
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1852
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1857
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1853
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1854
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1855
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1856
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,20,1839
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,30,329
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,60,1858
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,30,1840
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,30,195
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,10,1800
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,10,1766
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,20,1350
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,10,1843
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1851
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,30,1964
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,100,1848
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,70,1849
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,33,1317
4,47,36,17,9.0,M,1.3200001,1.66,0.45900002,8.0,0.60000002,9,10,47,111,111,100,0,4,14.3,38.900002,2,10,1823
4,45,36,19,9.0,M,1.33,1.7,0.49899998,8.0,0.63999999,9,10,46,106,106,100,0,4,13.7,35.599998,2,30,1841
4,45,36,19,9.0,M,1.33,1.7,0.49899998,8.0,0.63999999,9,10,46,106,106,100,0,4,13.7,35.599998,2,30,1842
4,44,38,18,9.0,M,1.29,1.6799999,0.50700003,7.9000001,0.56,9,8,41,143,143,100,0,8,10.9,45.400002,2,75,31843
4,44,38,18,9.0,M,1.29,1.6799999,0.50700003,7.9000001,0.56,9,8,41,143,143,100,0,8,10.9,45.400002,2,50,32007
4,44,38,18,9.0,M,1.29,1.6799999,0.50700003,7.9000001,0.56,9,8,41,143,143,100,0,8,10.9,45.400002,2,100,32009
4,44,39,17,9.0,M,1.38,1.66,0.45300001,8.0,0.61000001,9,11,51,41,41,100,0,11,19.6,21.9,2,60,32006
4,44,39,17,9.0,M,1.38,1.66,0.45300001,8.0,0.61000001,9,11,51,41,41,100,0,11,19.6,21.9,2,100,31997
2,53,32,15,11.0,M,1.1900001,1.62,0.42899999,8.1000004,0.64999998,8,7,37,119,119,100,0,2,15.2,57.599998,2,60,31935
